date,static_baseline,total_risk_scaling,em_trim,combined_defensive,macro_risk_score,regime,total_regime_exposure,em_regime_multiplier,combined_regime_exposure
2025-08-31,0.025424182959267627,0.025424182959267627,0.025424182959267627,0.025424182959267627,-0.20301090768705723,neutral,1.0,1.0,1.0
2025-09-30,0.06514822018252864,0.06514822018252864,0.06514822018252864,0.06514822018252864,-0.2819877410522438,neutral,1.0,1.0,1.0
2025-10-31,0.059393660261210846,0.059393660261210846,0.059393660261210846,0.059393660261210846,-0.20526769612625365,neutral,1.0,1.0,1.0
2025-11-30,0.042212420646104976,0.042212420646104976,0.042212420646104976,0.042212420646104976,-0.006500601263408262,neutral,1.0,1.0,1.0
2025-12-31,0.0018436687858454093,0.0018436687858454093,0.0018436687858454093,0.0018436687858454093,-0.19815180607331204,neutral,1.0,1.0,1.0
2026-01-31,-0.0011183755947443696,-0.0011183755947443696,-0.0011183755947443696,-0.0011183755947443696,-0.35381072919343604,neutral,1.0,1.0,1.0
2026-02-28,0.024171622391099268,0.024171622391099268,0.024171622391099268,0.024171622391099268,0.12394331798532998,neutral,1.0,1.0,1.0
2026-03-31,0.05288401074835347,0.05288401074835347,0.05288401074835347,0.05288401074835347,0.4071167599779577,neutral,1.0,1.0,1.0
2026-04-30,0.00030076788382005226,0.00030076788382005226,0.00030076788382005226,0.00030076788382005226,-1.0932386230751425,risk_on,1.0,1.0,1.0
2026-05-31,0.020479516216096005,0.020479516216096005,0.020479516216096005,0.020479516216096005,-0.07421641164045054,neutral,1.0,1.0,1.0
2026-06-30,0.0940625961180741,0.0940625961180741,0.06051201350181867,0.06051201350181867,0.6717673157465507,risk_off,0.75,0.5,0.9
2026-07-31,,,,,,,,,
